user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Level-of-generality:::Finding B	Level-of-generality:::Finding A	Level-of-generality:::They are at the same level of generality	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_2	Please feel free to leave any comments about our study (optional):::text_box
60d602dfa49bf579c49988f5	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes												
60d602dfa49bf579c49988f5	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2											
60d602dfa49bf579c49988f5	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes								
5edd1cfb9a2ae09ff1250c9c	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes												
5edd1cfb9a2ae09ff1250c9c	Experience.html	Experience									4		5			2	
5edd1cfb9a2ae09ff1250c9c	Computer_Science_70	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: But unlike rudeness among friends, discourteous behavior in the workplace can have real implications for careers, hiring and even workplace efficiency, with tension among coworkers harming productivity. A timely new study co-authored by Peter W. Cardon of the USC Marshall School of Business and colleagues at Howard University is the first to provide an empirical baseline for how attitudes towards mobile phone use actually break down across gender, age and region. Published today in the journal Business Communication Quarterly, the research offers a critical baseline for how attitudes toward technology may change over time and serves as a guide to navigating social expectations around polite smartphone use.""><b>Finding A:</b></span> A timely new study co-authored by Peter W. Cardon of the USC Marshall School of Business and colleagues at Howard University is the first to provide an empirical baseline for how attitudes towards mobile phone use actually break down across gender, age and region.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: It also equips instructors and trainers with a current set of statistics about norms of civility associated with various mobile phone behaviors in formal and informal meetings. Business communication instructors and trainers can use the tables and figures in this article to help business students and professionals gain awareness of some of the dramatic generational and gender differences. Showing these figures and tables can also foster productive conversations about how generation, gender, and status affect perceptions of appropriate mobile phone use in formal and informal settings.""><b>Finding B:</b></span> Showing these figures and tables can also foster productive conversations about how generation, gender, and status affect perceptions of appropriate mobile phone use in formal and informal settings."						3									
5edd1cfb9a2ae09ff1250c9c	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes								
5edd1cfb9a2ae09ff1250c9c	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2											
5edd1cfb9a2ae09ff1250c9c	Computer_Science_410	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Our method has wide range of applications in critical human systems, such as financial markets and military operations."" The research demonstrated that NPP is able to significantly outperform the current state-of-the-art methods in predicting node degree centrality. ""Our method, NPP, is helpful in the prediction of an individual's future importance because it reconciles the trade-offs between two important principles that drive the evolution of social networks -- preferential attachment and triadic closure,"" Chawla said.""><b>Finding A:</b></span> The research demonstrated that NPP is able to significantly outperform the current state-of-the-art methods in predicting node degree centrality.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Triad 3 is a stable sub-structure , as the propensity of attaching new links for the nodes having high occurrence frequencies in position 5 is relatively small. The empirical experiments reveal that NPP is able to provide more precise prediction of node's future degree centrality over baseline solutions. NPP is validated on four different social networks.""><b>Finding B:</b></span> The empirical experiments reveal that NPP is able to provide more precise prediction of node's future degree centrality over baseline solutions."						3									
5edd1cfb9a2ae09ff1250c9c	Computer_Science_400	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Additionally, the results from our study suggest that iPhones are capable of becoming an extension of our selves such that when separated, we experience a lessening of 'self' and a negative physiological state."" The team writes: ""The researchers found a significant increase in anxiety, heart rate and blood pressure levels, and a significant decrease in puzzle performance when the participants were separated from their iPhones as compared to when iPhone users completed similar word search puzzles while in possession of their iPhones."" The findings underpin just how addicted we've become to technology.""><b>Finding A:</b></span> The team writes: ""The researchers found a significant increase in anxiety, heart rate and blood pressure levels, and a significant decrease in puzzle performance when the participants were separated from their iPhones as compared to when iPhone users completed similar word search puzzles while in possession of their iPhones.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: It is interesting to note that self-reported feelings of unpleasantness and anxiety reflected participants' physiological responses such that perceived levels of unpleasantness and anxiety were greatest during iPhone separation. In contrast, when participants completed word-search puzzles with their iPhone in their possession, heart rate and blood pressure levels returned to baseline and cognitive performance increased. Again, self-reported feelings of unpleasantness and anxiety reflected participants' physiological responses such that perceived levels of unpleasantness and anxiety were lowest when participants were in possession of their iPhone.""><b>Finding B:</b></span> In contrast, when participants completed word-search puzzles with their iPhone in their possession, heart rate and blood pressure levels returned to baseline and cognitive performance increased."				2											
5edd1cfb9a2ae09ff1250c9c	Computer_Science_tweet_8	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: @username @username ignoring customer loyalty, this 2013 paper finds that charging a fee for one checked bag correlates with improved on-time departure performance

abstract 
pdf  ""><b>Finding A:</b></span> @username @username ignoring customer loyalty, this 2013 paper finds that charging a fee for one checked bag correlates with improved on-time departure performance

abstract 
pdf  <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: As Southwest Airlines might have gotten new customers who used to fly the now-baggage fee charging airlines, we do not have a true experiment, and consequently we do not employ a traditional difference-in-difference approach in our analysis. We show that, at the aggregate level, the airlines that began charging for one checked bag saw a significant relative improvement in their on-time departure performance in the 35-day period afterwards, compared to the airlines that were not charging for a checked bag during the same time period. When grouped into 'low-cost' versus 'legacy' carriers, however, we find opposite effects: the departure performance of the low-cost airlines became worse while it improved for the legacy carriers.""><b>Finding B:</b></span> We show that, at the aggregate level, the airlines that began charging for one checked bag saw a significant relative improvement in their on-time departure performance in the 35-day period afterwards, compared to the airlines that were not charging for a checked bag during the same time period."					1										
5edd1cfb9a2ae09ff1250c9c	Computer_Science_tweet_139	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Neural circuitry constrains the space of possible activity patterns during learning  via @username""><b>Finding A:</b></span> Neural circuitry constrains the space of possible activity patterns during learning  via @username<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: However, animals were less able to learn to proficiently control the cursor using activity patterns that were outside of the intrinsic manifold. These results suggest that the existing structure of a network can shape learning. On a timescale of hours, it seems to be difficult to learn to generate neural activity patterns that are not consistent with the existing network structure.""><b>Finding B:</b></span> These results suggest that the existing structure of a network can shape learning."				2											
5edd1cfb9a2ae09ff1250c9c	Computer_Science_tweet_58	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""In short term in-clinic testing, energy savings were substantial (38%–45%), and therapeutic efficacy [of DBS] was maintained.""

This is a BIG DEAL. Battery drain is associated with worsening symptoms in DSB.

Longer battery life = better quality of life.

""><b>Finding A:</b></span> ""In short term in-clinic testing, energy savings were substantial (38%–45%), and therapeutic efficacy [of DBS] was maintained.""

This is a BIG DEAL. Battery drain is associated with worsening symptoms in DSB.

Longer battery life = better quality of life.

<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In short term in-clinic testing, energy savings were substantial (38-45%), and therapeutic efficacy was maintained. Significance-This is the first demonstration of adaptive DBS in Parkinson's disease using a fully implanted device and neural sensing. Our approach is distinct from other strategies utilizing basal ganglia signals for feedback control.""><b>Finding B:</b></span> Significance-This is the first demonstration of adaptive DBS in Parkinson's disease using a fully implanted device and neural sensing."				2											
5edd1cfb9a2ae09ff1250c9c	Computer_Science_422	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""The remarkable thing is that with each training session, the participants were able to reach the target aim faster, even though we were raising the bar for the target objective in each session, the way you raise the bar each time in a high jump competition,"" the researchers said. ""These results showed that participants were successfully using neurofeedback to alter their pattern of brain activity according to a predefined objective in specific regions of their brain's motor cortex, without moving any body part. This demonstrates that MEG source imaging can provide brain region-specific real time neurofeedback and that longitudinal neurofeedback training is possible with this technique.""""><b>Finding A:</b></span> ""These results showed that participants were successfully using neurofeedback to alter their pattern of brain activity according to a predefined objective in specific regions of their brain's motor cortex, without moving any body part.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The targeting of pre-selected brain regions and the training of specific fast components of time-resolved brain activity within these regions is possible with real-time MEG-imaging neurofeedback. We found that the modulation of these predefined components of brain dynamics was reinforced by real-time visual feedback to subjects and is specific of targeted brain regions. Overall, this study opens new perspectives in the development of new therapeutic strategies based on real-time neurofeedback training, with direct access to the broadest range of neural dynamics, known to be affected by most neurological and neuropsychiatric conditions .""><b>Finding B:</b></span> We found that the modulation of these predefined components of brain dynamics was reinforced by real-time visual feedback to subjects and is specific of targeted brain regions."					1										
5edd1cfb9a2ae09ff1250c9c	Computer_Science_tweet_19	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: A deep result on shallow circuits: Bravyi-Gosset-König prove constant-depth q circuits outperform classical ones ""><b>Finding A:</b></span> A deep result on shallow circuits: Bravyi-Gosset-König prove constant-depth q circuits outperform classical ones <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: We prove that constant-depth quantum circuits are more powerful than their classical counterparts. We prove that any classical probabilistic circuit composed of bounded fan-in gates that solves the 2D Hidden Linear Function problem with high probability must have depth logarithmic in n. In contrast, we show that this problem can be solved with certainty by a constant-depth quantum circuit composed of one-and two-qubit gates acting locally on a two-dimensional grid. Many problems of practical importance such as Monte Carlo simulation, computing the rank, the determinant, and the inverse of a matrix lend themselves naturally to parallelization .""><b>Finding B:</b></span> We prove that constant-depth quantum circuits are more powerful than their classical counterparts."				2											
5edd1cfb9a2ae09ff1250c9c	Computer_Science_457	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: They analyzed the relationships between medically useful molecules and found that as a field matures, scientists are more likely to study closely related molecules rather than distantly related ones. ""You'd expect them go the opposite direction: At first, picking important things but then there are diminishing returns in those experiments, so over time they'd shift to more risky experiments, choosing things further from each other in the network,"" said Evans. But that's not what happened.""><b>Finding A:</b></span> ""You'd expect them go the opposite direction: At first, picking important things but then there are diminishing returns in those experiments, so over time they'd shift to more risky experiments, choosing things further from each other in the network,"" said Evans.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: { Future models could introduce these layers as additional features, penalties, and rewards associated with the ""game"" of science. Despite these limitations, our model reveals patterns of discovery in biomedical chemistry and shows that more efficient discovery strategies would incorporate more ""interdisciplinarity"" and more risk, with the latter particularly important as a field matures. Adopting a more efficient approach would lead to greater risk, but our findings suggest that scientists pursue progressively less risk, focusing more and more on the immediate neighborhood of high-degree chemicals, with the slight increase in bridging links as a silver lining.""><b>Finding B:</b></span> Despite these limitations, our model reveals patterns of discovery in biomedical chemistry and shows that more efficient discovery strategies would incorporate more ""interdisciplinarity"" and more risk, with the latter particularly important as a field matures."					1										
5edd1cfb9a2ae09ff1250c9c	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.						3									
5edd1cfb9a2ae09ff1250c9c	Computer_Science_97	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Which group you fall in is all about age and gender. When compared to women, men are almost twice as likely to find things like texting or answering calls appropriate in an informal meeting:

USC

There's also a massive difference based on age. Young people, 94% of whom own a mobile phone, find the whole spectrum of phone behavior more acceptable than older people, by a significant margin:



USC



Those differences are still there, if less pronounced, for more formal meetings:

USC



Certain parts of phone etiquette remain constant, but for younger people in particular, it's worth taking into account the people you're working with before making a grab for an iPhone.""><b>Finding A:</b></span> Young people, 94% of whom own a mobile phone, find the whole spectrum of phone behavior more acceptable than older people, by a significant margin:



USC



Those differences are still there, if less pronounced, for more formal meetings:

USC



Certain parts of phone etiquette remain constant, but for younger people in particular, it's worth taking into account the people you're working with before making a grab for an iPhone.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Based on the findings, we have made several basic conclusions. Not surprisingly, younger professionals are more accepting of mobile phone use. Interestingly, women are far less accepting of mobile phone use during informal meetings.""><b>Finding B:</b></span> Not surprisingly, younger professionals are more accepting of mobile phone use."				2											
5edd1cfb9a2ae09ff1250c9c	Computer_Science_401	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: This likely contributes to the similar patterns researchers found when they applied their model to other cities, including San Francisco, Chicago, Vienna, Singapore and the Chinese cities Yangpu, Beijing, Changsha, Hangzhou and Shanghai. ""One might expect the many factors absent from the taxi drive process - variations in street segment lengths and driving speeds, taxi-taxi interactions, human routing decisions, passenger pickup and drop-off times and locations - would play a role in the statistical properties of taxis,"" the authors wrote. ""Yet our results show that, at the macroscopic level ... these complexities are unimportant.""""><b>Finding A:</b></span> ""One might expect the many factors absent from the taxi drive process - variations in street segment lengths and driving speeds, taxi-taxi interactions, human routing decisions, passenger pickup and drop-off times and locations - would play a role in the statistical properties of taxis,"" the authors wrote.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This good agreement is surprising. One might expect the many factors absent from the urban explorer process -variations in street segment lengths and driving speeds, taxi-taxi interactions, human routing decisions, heterogeneities in passenger pickup and dropoff times and locations -would play a role in the statistical properties of real taxis. Yet our results show that, at the macroscopic level of segment popularity distributions, these complexities are unimportant.""><b>Finding B:</b></span> One might expect the many factors absent from the urban explorer process -variations in street segment lengths and driving speeds, taxi-taxi interactions, human routing decisions, heterogeneities in passenger pickup and dropoff times and locations -would play a role in the statistical properties of real taxis."						3									
5edd1cfb9a2ae09ff1250c9c	Computer_Science_444	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Understanding physicians' eye-gaze patterns and their effects on patients can contribute to more effective training guidelines and better-designed technology. Future systems, for example, could include more interactive screen sharing between physicians and patients, Montague said. ""By understanding the dynamic nature of eye-gaze patterns and how technology impacts these patterns, we can contribute to future EHR designs that foster more effective doctor-patient interaction.""""><b>Finding A:</b></span> ""By understanding the dynamic nature of eye-gaze patterns and how technology impacts these patterns, we can contribute to future EHR designs that foster more effective doctor-patient interaction.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In these cases, to understand emotion, you would want to understand when the emotional state changes and the events that trigger the change, the events that influence the emotion are also the points that can lead to redesign or training. The study described in this paper focuses on gaze, but similar approaches can be used to understand the effects of other interactions that contribute to patient outcomes such as emotion. The results showed that doctor's gaze patterns are followed significantly by patient gaze patterns, for instance if doctor gazed at the patient, the patient gazed back at the doctor.""><b>Finding B:</b></span> The study described in this paper focuses on gaze, but similar approaches can be used to understand the effects of other interactions that contribute to patient outcomes such as emotion."				2											
5e52bd8c0998b22d7db14293	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes												
5e52bd8c0998b22d7db14293	Experience.html	Experience									4	3			1		
5e52bd8c0998b22d7db14293	Computer_Science_70	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: But unlike rudeness among friends, discourteous behavior in the workplace can have real implications for careers, hiring and even workplace efficiency, with tension among coworkers harming productivity. A timely new study co-authored by Peter W. Cardon of the USC Marshall School of Business and colleagues at Howard University is the first to provide an empirical baseline for how attitudes towards mobile phone use actually break down across gender, age and region. Published today in the journal Business Communication Quarterly, the research offers a critical baseline for how attitudes toward technology may change over time and serves as a guide to navigating social expectations around polite smartphone use.""><b>Finding A:</b></span> A timely new study co-authored by Peter W. Cardon of the USC Marshall School of Business and colleagues at Howard University is the first to provide an empirical baseline for how attitudes towards mobile phone use actually break down across gender, age and region.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: It also equips instructors and trainers with a current set of statistics about norms of civility associated with various mobile phone behaviors in formal and informal meetings. Business communication instructors and trainers can use the tables and figures in this article to help business students and professionals gain awareness of some of the dramatic generational and gender differences. Showing these figures and tables can also foster productive conversations about how generation, gender, and status affect perceptions of appropriate mobile phone use in formal and informal settings.""><b>Finding B:</b></span> Showing these figures and tables can also foster productive conversations about how generation, gender, and status affect perceptions of appropriate mobile phone use in formal and informal settings."				2											
5e52bd8c0998b22d7db14293	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes								
5e52bd8c0998b22d7db14293	test_question_testing_Finding B	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding B.				2											
5e52bd8c0998b22d7db14293	Computer_Science_410	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""Our method has wide range of applications in critical human systems, such as financial markets and military operations."" The research demonstrated that NPP is able to significantly outperform the current state-of-the-art methods in predicting node degree centrality. ""Our method, NPP, is helpful in the prediction of an individual's future importance because it reconciles the trade-offs between two important principles that drive the evolution of social networks -- preferential attachment and triadic closure,"" Chawla said.""><b>Finding A:</b></span> The research demonstrated that NPP is able to significantly outperform the current state-of-the-art methods in predicting node degree centrality.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Triad 3 is a stable sub-structure , as the propensity of attaching new links for the nodes having high occurrence frequencies in position 5 is relatively small. The empirical experiments reveal that NPP is able to provide more precise prediction of node's future degree centrality over baseline solutions. NPP is validated on four different social networks.""><b>Finding B:</b></span> The empirical experiments reveal that NPP is able to provide more precise prediction of node's future degree centrality over baseline solutions."				2											
5e52bd8c0998b22d7db14293	Computer_Science_400	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Additionally, the results from our study suggest that iPhones are capable of becoming an extension of our selves such that when separated, we experience a lessening of 'self' and a negative physiological state."" The team writes: ""The researchers found a significant increase in anxiety, heart rate and blood pressure levels, and a significant decrease in puzzle performance when the participants were separated from their iPhones as compared to when iPhone users completed similar word search puzzles while in possession of their iPhones."" The findings underpin just how addicted we've become to technology.""><b>Finding A:</b></span> The team writes: ""The researchers found a significant increase in anxiety, heart rate and blood pressure levels, and a significant decrease in puzzle performance when the participants were separated from their iPhones as compared to when iPhone users completed similar word search puzzles while in possession of their iPhones.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: It is interesting to note that self-reported feelings of unpleasantness and anxiety reflected participants' physiological responses such that perceived levels of unpleasantness and anxiety were greatest during iPhone separation. In contrast, when participants completed word-search puzzles with their iPhone in their possession, heart rate and blood pressure levels returned to baseline and cognitive performance increased. Again, self-reported feelings of unpleasantness and anxiety reflected participants' physiological responses such that perceived levels of unpleasantness and anxiety were lowest when participants were in possession of their iPhone.""><b>Finding B:</b></span> In contrast, when participants completed word-search puzzles with their iPhone in their possession, heart rate and blood pressure levels returned to baseline and cognitive performance increased."				2											
5e52bd8c0998b22d7db14293	Computer_Science_tweet_8	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: @username @username ignoring customer loyalty, this 2013 paper finds that charging a fee for one checked bag correlates with improved on-time departure performance

abstract 
pdf  ""><b>Finding A:</b></span> @username @username ignoring customer loyalty, this 2013 paper finds that charging a fee for one checked bag correlates with improved on-time departure performance

abstract 
pdf  <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: As Southwest Airlines might have gotten new customers who used to fly the now-baggage fee charging airlines, we do not have a true experiment, and consequently we do not employ a traditional difference-in-difference approach in our analysis. We show that, at the aggregate level, the airlines that began charging for one checked bag saw a significant relative improvement in their on-time departure performance in the 35-day period afterwards, compared to the airlines that were not charging for a checked bag during the same time period. When grouped into 'low-cost' versus 'legacy' carriers, however, we find opposite effects: the departure performance of the low-cost airlines became worse while it improved for the legacy carriers.""><b>Finding B:</b></span> We show that, at the aggregate level, the airlines that began charging for one checked bag saw a significant relative improvement in their on-time departure performance in the 35-day period afterwards, compared to the airlines that were not charging for a checked bag during the same time period."						3									
5e52bd8c0998b22d7db14293	Computer_Science_tweet_139	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Neural circuitry constrains the space of possible activity patterns during learning  via @username""><b>Finding A:</b></span> Neural circuitry constrains the space of possible activity patterns during learning  via @username<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: However, animals were less able to learn to proficiently control the cursor using activity patterns that were outside of the intrinsic manifold. These results suggest that the existing structure of a network can shape learning. On a timescale of hours, it seems to be difficult to learn to generate neural activity patterns that are not consistent with the existing network structure.""><b>Finding B:</b></span> These results suggest that the existing structure of a network can shape learning."				2											
